Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2019-11-09,Cavalon pro,Single engine,Autogyro,Cavalon pro,2016,,,,,,"Garmin GTN 750/650 & G500, Customizable to Address Your Needs",
2019-11-09,Cavalon pro,Single engine,Gee bee,Cavalon pro,2013,55,,,,,Painted in Period Gee Bee Markings - Excellent Condition,
2019-11-09,Cavalon pro,Single engine,Focke wulf,Cavalon pro,1956,3,,,,,"2x King Comm
1x King Nav
1x King ADF
1x King Transponder
1x King Audio Panel 
GPS",79000.0
2019-11-09,Cavalon pro,Single engine,Fairchild,Cavalon pro,1942,2,,,,,,120000.0
2019-11-09,Cavalon pro,Single engine,Autogyro,Cavalon pro,1948,2,,,,,,23000.0
2019-11-09,Cavalon pro,Single engine,De havilland,Cavalon pro,1955,13,,,,,"Garmin SL40 COM
Garmin 320Transponder with Encoder
Electronics International EGT and CHT
Artex ME406 ELT",350000.0
2019-11-09,Cavalon pro,Single engine,De havilland,Cavalon pro,1960,19,,,,,"Garmin GMA 340 Audio Panel
Garmin GTN 530
Garmin GI206 Glideslope Indicator
Garmin GTX320 Transponder


King KY97
Icom M-59 Marine UHF
NAT Intercomm",1700000.0
2019-11-09,Beaver dhc-2,Single engine,De havilland,Beaver dhc-2,1950,30,,,,,"Garmin 340 Audio Panel/6 Place Intercom
Garmin 430 GPS/COM
Garmin 327 Transponder
ACK30 Encoding Altimeter


Fixed ELT
Hobbs Meter
6 Headset Holders",555000.0
2019-11-09,115,Single engine,Commander,115,2000,1,,,,,"Garmin GNS530W GPS/IFR Moving Map display/Nav Com
Garmin GNS430 GPS/IFR Moving Map display/Nav Com
Garmin GI106 Glideslope Indicator, coupled to 530W
Garmin GDL-69A provides XM wx to the display and XM entertainment to the Audio panel (06-05)
Stratus ESG ADS-B compliant transponder (09-16) 
Stratus 2i ADS-B receiver (09-16)
Avionics Innovations AM/FM/CD entertainment sys. (04-01)
KA33 Avionics Cooling Fan
PS Engrg. PMA7000 Audio panel/MKB/4 pl. Stereo Intercom System
BF Goodrich WX500 Weather Mapping Sensor (shows weather on GPS maps)
King KFC225 Autopilot/Flt. Director w/Yaw Damper, Altitude Preselect and CWS",
2019-11-09,115tc,Single engine,Commander,115tc,2000,1,,,,,"New Garmin GTN750 GPS/NAV/COMM/MFD (11-18) 
 New Garmin GA35 GPS
Antenna (11-18) 
 New Garmin GMA35C Remote Audio/Navigation system (11-18)

 New Garmin GTX345 ADS-B in and out Transponder (11-18) 

 Garmin
GNS430 GPS - WAAS certified (11-18) 
 Garmin GI106 Glideslope Indicator

 Sandel SN3308 EHSI, coupled to GNS430W - Fully electric Compass Sys.
w/flux gate 
BF Goodrich WX500 Weather Mapping Sensor 
 KA33 Avionics Cooling Fan

 JPI EDM800 Digital Engine Monitor and Fuel Flow Totalizer w/percent HP
and OAT 
 King KFC225 Autopilot/Flt. Director w/Yaw Damper, Altitude
Preselect and CWS",
2019-11-09,Cavalon pro,Single engine,Cirrus,Cavalon pro,2010,900,,,,,"Cirrus Perspective Avionics Suite
Synthetic Vision Technology
WAAS GPS Receivers
Dual AHARS
Dual Air Data Computers (ADC)
Garmin 12â€ LCD Displays
Garmin GMA-347 Audio Panel 
Garmin GTX 33 Transponder 
Garmin GFC-700 Digital Autopilot


Garmin Yaw Damper
Garmin Traffic
EngineView Engine and Fuel Monitoring
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink w/ XM Audio
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Flight Director",459900.0
2019-11-09,Cavalon pro,Single engine,Cirrus,Cavalon pro,2011,1,,,,,"Cirrus Perspective Avionics Suite 

Synthetic Vision Technology SVT with Flight Director 
Dual 12â€ LCD Displays 
Garmin GFC700 Digital Autopilot with Electronic Stability Protection System (ESP) 
Garmin Yaw Damper 
Garmin GTS 800 Active Traffic System 
TAWS-B EGPWS 
Garmin GDL88 UAT/ADS-B Transceiver 
Garmin GTX33ES Mode S Transponder 
Engine View and Fuel Monitoring 
Dual Garmin WAAS GPS NAV/COM GIA 63W 
Approach Charts/Jeppesen 
Garmin Safe Taxi 
Garmin GMA 347 Audio Panel with Four Place Intercom/ANR Jacks 
Dual Garmin AHARS GRS77 
Dual Garmin Air Data Computers GDC74 
XM WX Datalink and Radio Entertainment 
FMS Keyboard Garmin GCU478 Controller 
406 MHz ELT 
Back-Up Airspeed/Attitude Indicator/Altimeter",455000.0
2019-11-09,Sr22 t g6 gts,Single engine,Cirrus,Sr22 t g6 gts,2017,390,,,,,"GTS Package IncludingStandard Equipment and Perspective 700 Select Package Including

Cirrus Perspective by Garmin Cockpit
GMA 350c All-Digital Bluetooth Audio Panel
QWERTY Keyboard Controller
Dual WAAS GPS/COMM/NAV Radios
Engine & Fuel Monitoring
ADS-B Out Transponder
ADS-B In Weather & Traffic
406 MHz ELT
FliteCharts & SafeTaxi

GFC700 Autopilot:

Electronic Stability and Protection (ESP)
Dual ADAHRS
Hypoxia Check/Automatic Descent Mode
Blue Level Button
Autopilot Stall Protection
Autopilot Coupled Go-Around
Flight Director

Cirrus Select Package:

Garmin Yaw Damper
Enhanced Vision System Camera (EVS)
Digital 4-in-1 Standby Instruments

Perspective Alerts, Awareness & Assistance Package:

Active Traffic Information
Enhanced Terrain Awareness (eTAWS terrain warning)
Surface Watch

Digital Advantage Package:

12â€ Garmin Screens 
Jeppesen ChartView
Garmin FlightStream Mobile Connectivety
SiriusXM Weather & Audio

Certified Flight Into Known Ice Package:

TKS Ice Protection approved for Flight Into Known Ice (FIKI)
Dual Windshield Sprayers
Dual TKS Tanks with 8 gallon Capacity
TKS Fluid Duration and Range Information
Surface Illumination Lights

Prestige, Comfort & Convenience Package:


Leather Bolstered Seats
UV Windows
Remote Keyless Entry
Interior/Exterior Covenience Lighting",845000.0
2019-11-09,Sr22 t g6 gts,Single engine,Cirrus,Sr22 t g6 gts,2017,144,,,,,"Cirrus Perspective Avionics Suite Featuring Garmin NXI Including




WAAS GPS Receivers 
 Dual AHARS 
 Dual Air Data Computer (ADC) 

Garmin 12"" LCD Displays 
 Garmin GMA-350c ""3D"" Audio Panel
with Bluetooth 
 Garmin Remote ADS-B Transponder 
 Garmin GFC-700
Digital Autopilot 
 Garmin Yaw Damper, Automatic at 200 Ft AGL 

Flightstream 510 WIFI Connectivity 
 Synthetic Vision Technology 





Mid Continent 4 in 1 Digital Backup Gauges 
 Garmin Active Traffic System
(TAS) 
 EngineView Engine and Fuel Monitoring 
 Enhanced Ground
Proximity Warning System (TAWS-B) 
 Garmin Electronic Stability Protection
(ESP) 
 XM WX Datalink w/ XM Audio 
 Jeppesen Chartview Electronic
Approach Charts 
 Garmin SafeTaxi 
 Enhanced Vision System (EVS, FLIR
Camera) 
 Flight Director",775000.0
2019-11-09,Sr22 t g5 gts,Single engine,Cirrus,Sr22 t g5 gts,2013,495,,,,,"Cirrus Perspective Avionics Suite Including


WAAS GPS Receivers
Dual AHARS
Dual Air Data Computer (ADC)
Garmin 12â€ LCD Displays
Garmin GMA-350 â€œ3Dâ€ Audio Panel
Garmin Remote ADS-B Transponder
Garmin GFC-700 Digital Autopilot
Garmin Yaw Damper 
Synthetic Vision Technology


Avidyne Active Traffic System (TAS)
EngineView Engine and Fuel Monitoring 
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink w/ XM Audio 
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Enhanced Vision System (EVS, FLIR Camera)
Flight Director",599000.0
2019-11-09,Sr22 t g5 gts,Single engine,Cirrus,Sr22 t g5 gts,2013,977,,,,,"Cirrus Perspective Avionics Suite including-


WAAS GPS Receivers
Dual AHARS
Dual Air Data Computer (ADC)
Garmin 12â€ LCD Displays
Garmin GMA-350 â€œ3Dâ€ Audio Panel with Bluetooth
Garmin Remote ADS-B Transponder
Garmin GFC-700 Digital Autopilot
Garmin Yaw Damper 
Synthetic Vision Technology
Avidyne Active Traffic System (TAS)


EngineView Engine and Fuel Monitoring 
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink w/ XM Audio 
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Enhanced Vision System (EVS, FLIR Camera)
Flight Director
Strormscope",559000.0
2019-11-09,Sr22 t g5 gts,Single engine,Cirrus,Sr22 t g5 gts,2013,1,,,,,"Cirrus Perspective Avionics Suite with Keypad Controller
Synthetic Vision Technology
Dual WAAS GPS Receivers
Dual AHARS Computers
Dual Air Data Computers (ADC)
Garmin 12â€ LCD Displays
Garmin GMA-350 â€œ3Dâ€ Audio Panel 
Garmin Remote ADS-B Transponder
Garmin GFC-700 Digital Autopilot
Garmin Yaw Damper


Active Traffic System (TAS)
EngineView Engine and Fuel Monitoring
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink and XM Audio
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Flight Director
Digital Fuel Gauges",499900.0
2019-11-09,Cavalon pro,Single engine,Cirrus,Cavalon pro,2016,275,,,,,"Beautiful Red on Gray with Carbon Trim

Year Painted: 2016",
2019-11-09,Sr22 g5 gts,Single engine,Cirrus,Sr22 g5 gts,2016,695,,,,,"Cirrus Perspective Avionics Suite with Keypad Controller
Synthetic Vision Technology
Dual WAAS GPS Receivers
Dual AHARS Computers
Dual Air Data Computers (ADC)
Garmin 12â€ LCD Displays
Midcontinent Digital Backup Instrumentation
Garmin GMA-350c All-Digital Bluetooth â€œ3Dâ€ Audio Panel 
Garmin Remote ADS-B In & Out Transponder
Garmin GFC-700 Digital Autopilot
Garmin Yaw Damper


Active Traffic System (TAS)
EngineView Engine and Fuel Monitoring
Enhanced Ground Proximity Warning System (TAWS-B)
Garmin Electronic Stability Protection (ESP)
XM WX Datalink and XM Audio
Garmin Global Connect Satellite Phone & Text Messaging
Jeppesen Chartview Electronic Approach Charts
Garmin SafeTaxi
Enhanced Vision System (EVS, Camera)
Flight Director
Digital Fuel Gauges",695000.0
2019-11-09,Sr22 g5 gts,Single engine,Cirrus,Sr22 g5 gts,2014,998,,,,,"Cirrus Perspective Avionics Suite including- 




WAAS GPS Receivers 
 Dual AHARS 
 Dual Air Data Computer (ADC)

 Garmin 12"" LCD Displays 
 Garmin GMA-350 ""3D"" Audio
Panel 
 Garmin Remote ADS-B Transponder 
 Garmin GFC-700 Digital
Autopilot 
 Garmin Yaw Damper 
 Synthetic Vision Technology 




Garmin Active Traffic System (TAS) 
 EngineView Engine and Fuel
Monitoring 
 Enhanced Ground Proximity Warning System (TAWS-B) 

Garmin Electronic Stability Protection (ESP) 
 XM WX Datalink w/ XM Audio

 Jeppesen Chartview Electronic Approach Charts 
 Garmin SafeTaxi

 Enhanced Vision System (EVS, FLIR Camera) 
 Flight Director",525000.0
2019-11-09,Cavalon pro,Single engine,Lancair,Cavalon pro,2006,460,,,,,"Garmin G1000 Avionics Suite Including-
 




 Garmin 10"" LCD Displays

 Garmin Audio Panel 
 Garmin Remote Transponder 
 Garmin
GFC-700 Digital Autopilot 
 Active Traffic System (TAS) 
 EngineView
Engine and Fuel Monitoring 




 Enhanced Ground Proximity Warning System
(TAWS) 
 CO Detector 
 XM WX Datalink w/ XM Audio 
 Electronic
Approach Charts 
 Garmin SafeTaxi 
 Flight Director",305000.0
2019-11-09,400,Single engine,Lancair,400,2007,1,,,,,"Garmin G1000 Avionics (Fully Integrated EFIS System) 
 Digital Audio
Panel with Marker Beacon/Intercom 
 Garmin 10.4"" High Resolution
Primary Flight Display 
 Garmin 10/4"" High Resolution Multi-Function
Flight Display 
 Traffic Advisory System 
 Avidyne TAS-600 

Mode S Transponder 
 Garmin GFC700 Fully Integrated Autopilot 

Keypad controller 
 Engine/Airframe Computer 
 Attitude Heading
Reference System (AHRS) 
 Solid State Air Data Computer (ADC) 
 Solid
State 3-Axis Magnetometer 
 Flight Information System with XM Radio
(GDL-69A), 
 Terrain Awareness System 
 Dual NAV/COM 
 Garmin
Safe Taxi",359000.0
2019-11-09,300,Single engine,Lancair,300,2003,1,,,,,"Bendix King HSI
Apollo MX20 MFD (x 2)
Apollo SL15 COMM Panel
Apollo SL30 NAV/COMM (x 2) with VOR / ILS Indicator


Apollo GX50 GPS (non WAAS)
Weatherworks XM Receiver
Apollo SL70 Transponder
STEC 55x Autopilot",167500.0
2019-11-09,T-210l,Single engine,Cessna,T-210l,1974,2,,,,,STEC 40 Autopilot,115000.0
2019-11-09,T210m,Single engine,Cessna,T210m,1978,513,,,,,High-end Refurbishment in excellent condition,399000.0
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1982,3,,,,,"Intercom -4 place Flight COM 403 MC
NAV/COM Dual King KX 165A
D.M.E. King KN 63
A.D.F. King KR 87
Transponder King KT 76A
Auto Pilot S-Tec AP55




Strike Finder Stormscope SF2000
Audio Panel King KMA 24
GSP/NAV Coupled King KLN 89B T.S.O.ED
Compass System with Dual K1204 H.S.I.s & Dual K1 229 R.M.I.s. King KCS 525A
Dual Altimeters with Blind Encoder for Transponder Mode ""C""",202000.0
2019-11-09,P210n,Single engine,Cessna,P210n,1999,4,,,,,"Garmin Glass Cockpit - Synthetic Vision, WAAS and ADSb-Out Equipped! 


	Primary Flight Display:	Garmin GDU-620
NAV/COM/GPS/WAAS no 1:	Garmin GTN-750
NAV/COM/GPS/WAAS no 2:	Garmin GTN-650
Auto Pilot:		S-Tec System 55X
Audiopanel:		Garmin GMA-35
Stand-by Instrument:	Mid-Continent SAM MD-302	
Transponder, ADSb-Out:	Garmin GTX-33ES


TCAS:		L-3 SKY 497
Radar:		Bendix/King ART-2000
Radar Display:		Bendix/King In-182A
Stormscope:		BF Goodrich WX-500
DME:		Bendix/King KN-63
ADF:			Bendix/King KR-87 
ELT 406:		Kannad 406 AF",795000.0
2019-11-09,P210n,Single engine,Cessna,P210n,1979,1,,,,,"Garmin GMA 35 Audio Panel 
 Garmin G 500 with Synthetic Vision 

Garmin GTN 750 NAV/COM/GPS 
 Garmin GNS 430 W NAV/COM/GPS 
 Garmin
620 PFD 
 Garmin 327 Transponder 




 Garmin 77 AHRS 
 Garmin GTP
59 Temp Prop 
 Garmin GDL 88 Datalink 
 ADS/B 
 JPI EDM 930",299000.0
2019-11-09,P210n,Single engine,Cessna,P210n,1981,3,,,,,"Pressurize
Intercooler
Air Conditioning
Speed Brakes


Soundproof Door Seals
Spoiler (us)
Propeller Deice
Pitot Heat",
2019-11-09,P210n silver eagle,Single engine,Cessna,P210n silver eagle,1980,4,,,,,"Garmin: 430W, GMA 340 Audio Panel, GPS 150
S-Tec: System 55 Autopilot, ST-901 GPSS System
King: KX 155 w/ KI 204 Indicator, Garmin GTX 345 ADS-B in and out Transponder, KR 87 ADF, KN 64 DME
Century NSD 360A Pilot and Copilot (dual) HSIs
Castleberry 900-23V Flight Director Indicator
Davtron 803-28 Chronometer
Shadin AMS 2000 Altitude Alerter
Argus 7000/CE Moving Map
WX 1000 Stormscope
Standby Attitude Indicator
Copilot Instruments
O&N Fuel Management System (Fuel Flow/Fuel Totalizer)",550000.0
2019-11-09,P210n silver eagle,Single engine,Cessna,P210n silver eagle,1981,2,,,,,"Year Painted: 2003
Off White, Midnight Blue, Light Burgundy, and Cornet Gold 
Painted by Lancaster Aero",725000.0
2019-11-09,P210n silver eagle,Single engine,Cessna,P210n silver eagle,1981,2,,,,,"Garmin G500
Dual Garmin GTN-750
Garmin GTX-345
Garmin GMA-35c Remote Audio w/ Bluetooth 
ESI-500 Standby Attitude Indicator
Jupiter USB Glove Box
S-TEC 65",
2019-11-09,210n,Single engine,Cessna,210n,1979,5,,,,,"PS Engineering PMA 8000 Audio Panel 
6 Place Links with Audio Panel Intercom
Garmin GNS430 Number 1 NAV/COM
King KX 155 TSO Number 2 NAV/COM
Garmin 430 WAAS IFR 
Aspen Evolution Multi-Function Display
King KN 64 DME
L3 NXT9000 ADSB Out 
Cessna 400B Autopilot Coupled to HDG & NAVâ€™s through the HSI, w/ Altitude Hold, Pitch Mode, LOC Back Course Sensing, Glideslope Coupling, & Auto-Electric Trim",
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1957,7,,,,,Army Arctic White Paint Scheme. Excellent Condition,134900.0
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1967,4,,,,,"Audio Panel Bendix King KA134TSO
GPS Garmin GNC 250XL
Transponder
Garmin GTX320A Mode C
King KX170A Flip Flop w/ VOR
Collins ADF",110000.0
2019-11-09,185,Single engine,Cessna,185,1964,7,,,,,Number of Seats: 4,78513.0
2019-11-09,185 (floats),Single engine,Cessna,185 (floats),1978,2,,,,,"Garmin 340 Audio Panel
Garmin 430 GPS/COM/G/S Non WASS
Apollo COM
Cessna 300 ADF


King KT76 Transponder/Encoder
Electronic International 6 Cylinder Engine Analyzer
Electronic International Fuel Flow
ELT",229000.0
2019-11-09,185 (floats),Single engine,Cessna,185 (floats),1980,2,,,,,"Aerocet 3400 Amphib Float 
 EGT 
 Injector Gami 
 Digital
Fuel Management System 
 Wheels & Gear",
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1977,6,,,,,"Garmin GTN 650			

Aspen PFD 1000 	

Garmin GTX 327 Transponder

Dual PTT				

EI Engine Monitor			
				





Garmin GMA 340 Audio Panel

Apollo SL 40 COMM

ACK ELT

4 Place Intercom

STEC Autopilot",139900.0
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1974,6,,,,,"King KA134 Audio Panel
King KY97A COM
King KX170B NAV/COM


Apollo 618 Loran
King KR85TSO ADF
King KT76A Transponder",200000.0
2019-11-09,185f,Single engine,Cessna,185f,1981,1,,,,,"King KMA 24 Audio Panel 
 King KX155 NAV/COM/GS 
 King KX 155
NAV/COM/GS 
 King KR 87 ADF 




 King KN64 DME 
 King KT76
Transponder 
 STEC 60-2 Autopilot with Alt hold 
 Foster GPS",225000.0
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1999,1,,,,,"Wipline 3450A Amphib Float
EGT
Wipair Wing Tip Extension
Prop Deice


Right Hand Cabin Door
Wheels Fairings
Cargo Door",
2019-11-09,182t skylane,Single engine,Cessna,182t skylane,2002,1,,,,,"Garmin GTX-345 Transponder with ADS-B In/Out (with Bluetooth to Tablet) 
Artex ELT 345 GPS/406/121.5 
Dual KX-55A NAV/COMMS both with Glideslope 
KCS-55A Horizontal Situation Indicator (HSI) 
KLN-94 GPS â€“ IFR Color GPS 
KMD-550 Color Multi-Function Display 
KMA-28 Audio Panel 
KAP-140 2-Axis Autopilot with Altitude Preselect & Approach Mode 
XM Weather Receiver 
Dual Bus Avionics Master 
OAT/Volt Digital Display with Multi-Function Chronometer 
Avionics Cooling Fan",
2019-11-09,182m,Single engine,Cessna,182m,1969,5,,,,,"COMM 1: King KY-97A
GPS: Garmin 100
Audio Panel: 250H
Transponder: AT-150",
2019-11-09,182q,Single engine,Cessna,182q,1979,4,,,,,"Garmin 340 Audio Panel
Garmin 430 GPS/NAV/COM/Moving Map (non-WAAS)
King KX155A Digital NAV/Com G/S
King KT76C Digital Transponder
King KN62A Digital DME
Sandel 3308 EFIS (HSI) with Moving Map
S-TEC 60-2 Autopilot (ALT / APP / HDG / GPSS)
Goodrich WX-8 Stormscope


Davtron M655 Digital Multifunction Display (OAT, Density Alt, Press Alt, & Voltage)
Avionics Innovations AI-14001-00 AM/FM Tuner with Presets and CD
Intercom (4-place)
Analog Clock
Avionics Master Switch
12 Volt DC Outlet",140000.0
2019-11-09,182q,Single engine,Cessna,182q,1979,3,,,,,"Our airplane went through a complete avionics upgrades in 2017/2018, including but not limited:

Dual Garmin 650's WAAS
ASPEN Evolution Pro 1000 PFD with Evolution Synthetic Vision and Angle of Attack
Garmin GTX 335/345 ADSB In and Out
EDM 700 Engine Data Management
Strikefinder Digital Weather Avoidance
Newly refurbished Century 2000 A/P coupled to Garmin/ASPEN
Century HSI",
2019-11-09,177rg,Single engine,Cessna,177rg,1972,6,,,,,"White with Green Accents
Original Paint Showing its Age with Minor Paint Chips on Leading Edge of Wings
The Aircraft has been Kept in a Hangar",74900.0
2019-11-09,180,Single engine,Cessna,180,1955,2,,,,,"King KA134 Audio Panel 
 King KY 155 NAV/COM 
 King KY 97 COM

 Cessna RT 359 Transponder 
 Garmin 495 Panel Mounted (Fuel Flow/ELT
are wired to GPS) 
 PS 1000 Engineering Intercom 
 GPI FS 450 Fuel
Flow 
 Electronics International: Fuel Gauge, Egt/Cht, Oil
Psi/Temp/Battery Volts/Amps 
 406 ELT",85000.0
2019-11-09,182,Single engine,Cessna,182,1969,2,,,,,"King KX170A NAV/COM G/S
King KX170A NAV/COM
King KT76 Transponder/Encoder
King KN63A DME
Sigtonics Intercom 2 Place",57000.0
2019-11-09,172g,Single engine,Cessna,172g,1966,1,,,,,"King KX155 Digital NAV/COM
Uavionix ADS-B out Tail beacon
King KT76A Transponder
Encoder",49000.0
2019-11-09,Cavalon pro,Single engine,Cessna,Cavalon pro,1966,503,,,,,"Cessna 300 ADF (Inop)
Cessna 300 NAV/COM (Inop)
Trimble TNL 1000 GPS",29000.0
2019-11-09,172n,Single engine,Cessna,172n,1977,6,,,,,"King KMA24 Audio Panel
King 170B Nav/Com
Garmin 430W GPS/Com/G/S
Garmin 196 Panel Mount
King KT76A Transponder/Encoder
Ack TechA-30 Alitude Encoder
Kannad 406 ELT",107000.0
2019-11-09,150l,Single engine,Cessna,150l,1970,8,,,,,"Garmin GNS430 WAAS NAV/COM/GPS 
Bendix King NAV/COM 
Garmin GMA340 Audio panel w/3LMB
Garmin GTX327 Transponder
Garmin GMA340 Intercom",29900.0
2019-11-09,172,Single engine,Cessna,172,1977,4,,,,,"Garmin GNS 430W Nav/Com/GPS w/ WAAS â€“ Easy ADS-B compliance!
Garmin GI-106A CDI
Insight Strike Finder
King KMA 24 Audio Panel/Marker Beacon
King KX 155 Nav/Com
King KT 76A Transponder
Co-Pilot Attitude Indicator  
ARC 300A Navomatic Autopilot
JPI 730 Digital Engine Monitor w/ Fuel Flow
Artex 406 MHz ELT (New 4/2018)
IFR Certification 4/2018",164900.0
